EMS,DPN,MPN,Supplier,Designation,Designation2,Family,Price,Currency,Origin,Valid_From,MOQ,Incoterm,LT(wk),TYPE
Devialet,DPN000891,IM46GR,TYCO,RELAY CMS DPCO 12VDC IM46GR,RELAY TELECOM DPDT 2A 12VDC 2 Form C Surface Mount,Relay,"0,62",EUR,Estimation Laure,2019-07-01,,,,
Bosch,DPN000892,TEA1731TS,NXP,IC SWITCH CONT TEA1731A TSOP6,IC Switched Mode Power Supply SMPS controller / IC SMPS CONTROLLER 6TSOP,IC - PMIC,"0,105",USD,Bom Bosch PSU-MADH 20200312,2020-03-01,2000,DDP Mondeville,8,
Seprolec,DPN000892,TEA1731TS,NXP,IC SWITCH CONT TEA1731A TSOP6,IC Switched Mode Power Supply SMPS controller / IC SMPS CONTROLLER 6TSOP,IC - PMIC,"0,1334",EUR,PACOV3_01-09-2020,2020-09-10,,,,
Bosch,DPN000893,YT-62382,Elytone,Bobine Paula,,Passives - Specific inductors,"2,0432",USD,Bom Bosch PSU-MADH 20200312,2020-03-01,10000,FCA HK ,12,
Bosch,DPN000895,YT-62384,Elytone,Transfo Pablo/Paula,,Passives - Transformers,"2,5528",USD,Bom Bosch PSU-MADH 20200312,2020-03-01,6000,FCA HK ,12,
Seprolec,DPN000895,YT-62384,Elytone,Transfo Pablo/Paula,,Passives - Transformers,"2,85",USD,PACOV3_01-09-2020,2020-09-10,,,,
Devialet,DPN000897,QCA7550-8035,QUALCOMM,IC ETHERNET TRANSCEIVER CPL,QCA7550,IC - PLC,"8,01",USD,Mail Iain 29042020,2020-05-13,,,,
Tymphany,DPN000897,QCA7550-8035,QUALCOMM,IC ETHERNET TRANSCEIVER CPL,QCA7550,IC - PLC,"8,2503",USD,RFQTWIX,2020-05-26,,,,
Bosch,DPN000904,BUK7K35-60EX,Nexperia,MOSFET 2N-CH 60V 20.7A 56LFPAK,BUK7K35-60E,Dicrete - Power MOSFet,"0,145",USD,Bosch20200525,2020-05-01,1500,DDP Mondeville,20,
Devialet,DPN000904,BUK7K35-60EX,Nexperia,MOSFET 2N-CH 60V 20.7A 56LFPAK,BUK7K35-60E,Dicrete - Power MOSFet,"0,21",EUR,Distriquote,2010-01-01,,,,
Seprolec,DPN000904,BUK7K35-60EX,Nexperia,MOSFET 2N-CH 60V 20.7A 56LFPAK,BUK7K35-60E,Dicrete - Power MOSFet,"0,236",EUR,PACOV3_01-09-2020,2020-09-10,,,,
Bosch,DPN000907,C0603C472K1GECAUTO,KEMET,CAP CER 4.7NF 100V 10% 0603 C0G,,Passives - Ceramic capacitors,"0,0101",USD,Bosch20200525,2020-05-01,8000,DDP Mondeville,12,GEN
Seprolec,DPN000907,C0603C472K1GECAUTO,KEMET,CAP CER 4.7NF 100V 10% 0603 C0G,,Passives - Ceramic capacitors,"0,045",EUR,PACOV3_01-09-2020,2020-09-10,,,,GEN
Tymphany,DPN000907,C0603C472K1GECAUTO,KEMET,CAP CER 4.7NF 100V 10% 0603 C0G,,Passives - Ceramic capacitors,"0,0243",USD,RFQTWIX,2020-05-26,,,,GEN
Bosch,DPN000909,FTS-105-01-L-S,SAMTEC,"Conn TRAD 1x5 points Header 1,27mm pitch",,Connectors - Board to Board,"0,349",EUR,manufacturer quote,2019-04-25,1000,DDP,1,
Bosch,DPN000912,TRAD_GEN_1x3P_2.54mm,_Generic_,"CONN TRAD 1x3 points Header 2,54mm pitch",Jumper 3P,Connectors - Board to Board,"0,03",EUR,estim,2019-09-02,,,,
Bosch,DPN000913,7443341000,WURTH,FIXED IND 10UH 4.4A 40.5mOhm SMD,Inductor 10uH 4.4A 40.5mOhm SMD,Passives - Standard inductors,"0,46",EUR,Bosch20200525,2020-05-01,2000,FCA Meyzieu,8,
Devialet,DPN000913,7443341000,WURTH,FIXED IND 10UH 4.4A 40.5mOhm SMD,Inductor 10uH 4.4A 40.5mOhm SMD,Passives - Standard inductors,"0,46",EUR,manufacturer quote,2020-07-22,16000,,,
Seprolec,DPN000913,7443341000,WURTH,FIXED IND 10UH 4.4A 40.5mOhm SMD,Inductor 10uH 4.4A 40.5mOhm SMD,Passives - Standard inductors,"0,48",EUR,PACOV3_01-09-2020,2020-09-10,,,,
Tymphany,DPN000913,7443341000,WURTH,FIXED IND 10UH 4.4A 40.5mOhm SMD,Inductor 10uH 4.4A 40.5mOhm SMD,Passives - Standard inductors,"0,5636",USD,RFQTWIX,2020-05-26,,,,
Bosch,DPN000914,TLV70718PDQNT,Texas Instruments,IC REG LINEAR 1.8V 200MA 4X2SON,TLV70718PDQNR,IC - PMIC Voltage Regulators LDO,"0,042",USD,Bosch20200525,2020-05-01,3000,DDP Mondeville,6,
Devialet,DPN000914,TLV70718PDQNT,Texas Instruments,IC REG LINEAR 1.8V 200MA 4X2SON,TLV70718PDQNR,IC - PMIC Voltage Regulators LDO,"0,06",USD,manufacturer quote,2020-08-12,,,,
Seprolec,DPN000914,TLV70718PDQNT,Texas Instruments,IC REG LINEAR 1.8V 200MA 4X2SON,TLV70718PDQNR,IC - PMIC Voltage Regulators LDO,"0,0675",USD,PACOV3_01-09-2020,2020-09-10,,,,
Tymphany,DPN000914,TLV70718PDQNT,Texas Instruments,IC REG LINEAR 1.8V 200MA 4X2SON,TLV70718PDQNR,IC - PMIC Voltage Regulators LDO,"0,0422",USD,RFQTWIX,2020-05-26,,,,
Bosch,DPN000915,TLV70733PDQNT,Texas Instruments,IC REG LINEAR 3.3V 200MA 4X2SON,TLV70733PDQNR,IC - PMIC Voltage Regulators LDO,"0,042",USD,Bosch20200525,2020-05-01,3000,DDP Mondeville,8,
Devialet,DPN000915,TLV70733PDQNT,Texas Instruments,IC REG LINEAR 3.3V 200MA 4X2SON,TLV70733PDQNR,IC - PMIC Voltage Regulators LDO,"0,061",USD,manufacturer quote,2019-02-12,,,,
Seprolec,DPN000915,TLV70733PDQNT,Texas Instruments,IC REG LINEAR 3.3V 200MA 4X2SON,TLV70733PDQNR,IC - PMIC Voltage Regulators LDO,"0,0675",USD,PACOV3_01-09-2020,2020-09-10,,,,
Tymphany,DPN000915,TLV70733PDQNT,Texas Instruments,IC REG LINEAR 3.3V 200MA 4X2SON,TLV70733PDQNR,IC - PMIC Voltage Regulators LDO,"0,0422",USD,RFQTWIX,2020-05-26,,,,
Bosch,DPN000916,BSC097N06NS,Infineon,MOSFET N-CH 60V 46A 9.7mOhms,,Dicrete - Power MOSFet,"0,1969",EUR,Bosch20200525,2020-05-01,5000,DDP Mondeville,24,
Seprolec,DPN000916,BSC097N06NS,Infineon,MOSFET N-CH 60V 46A 9.7mOhms,,Dicrete - Power MOSFet,"0,1681",EUR,PACOV3_01-09-2020,2020-09-10,,,,
Tymphany,DPN000916,BSC097N06NS,Infineon,MOSFET N-CH 60V 46A 9.7mOhms,,Dicrete - Power MOSFet,"0,1974",USD,RFQTWIX,2020-05-26,,,,
Bosch,DPN000917,EXB-14VR000X,PANASONIC,RES ARRAY 2 RES 0R 0302,"Resistor EXB-14VR000X, 0R 5% , Array_2x 0201 SMD",Passives - Resistors,"3,84",JPY,Bosch20200525,2020-05-01,10000,DDP Mondeville,13,
Devialet,DPN000923,100NF 16V 20% 0402 X5R,_Generic_,CAP CER 100NF 16V 20% 0402 X5R,,Passives - Ceramic capacitors,"0,002",USD,aupif,2010-01-01,,,,GEN
Seprolec,DPN000924,2.2nF 10V 10% 0603 X7R,_Generic_,CAP CER 2.2NF 10V 10% 0603 X7R,Capacitor - 2.2nF 10V 10% X7R 0603 SMD,Passives - Ceramic capacitors,"0,0048",EUR,PACOV3_01-09-2020,2020-09-10,,,,GEN
Bosch,DPN000927,NCP5623BMUTBG,ON SEMI,IC LED DRV RGLTR 30MA 12LLGA,NCP5623B,IC - PMIC,"0,3672",USD,BOM Bosch 20180704,2018-07-04,3000,DDP Mondeville,31,
Bosch,DPN000930,TSW-104-07-G-D,SAMTEC,"Conn TRAD 2x4 points Header 2,54mm pitch",,Connectors - Board to Board,"0,152",EUR,BOM Bosch 20180704,2018-07-04,12000,FCA Magny,3,
Seprolec,DPN000933,B57236S0479M000,TDK,ICL 4.7 OHM 20% 4.6A 11.51MM,,"Discret - Circuit protection (Fuses, ICL, TVS)","0,28",EUR,PACOV3_01-09-2020,2020-09-10,,,,
Seprolec,DPN000936,3403.0176.11,Schurter,FUSE BOARD MNT 10A 250VAC 125VDC,"Surface Mount Fuse, 10.1x3x3mm, Time-Lag T, 250 VAC, 125 VDC","Discret - Circuit protection (Fuses, ICL, TVS)","0,24",EUR,PACOV3_01-09-2020,2020-09-10,,,,
Bosch,DPN000945,1002298,Ethertronics,Wi - Fi Dual Band  Stamped  Embedded  Antenna  through - hole,,RF - Antennas,"0,3",USD,Bosch20200525,2020-05-01,10000,FCA Ethertronics factory,6,
Bosch,DPN000950,EEU-FC1J102U,PANASONIC,CAP ALUM 1000UF 20% 63V RADIAL,EEUFC1J102U,Passives - Chemical capacitors,"0,555",EUR,Bosch20200525,2020-05-01,600,DDP Mondeville,8,SPC
Devialet,DPN000950,EEU-FC1J102U,PANASONIC,CAP ALUM 1000UF 20% 63V RADIAL,EEUFC1J102U,Passives - Chemical capacitors,"0,51",EUR,cf Paco V3,2020-05-15,,,,SPC
Seprolec,DPN000950,EEU-FC1J102U,PANASONIC,CAP ALUM 1000UF 20% 63V RADIAL,EEUFC1J102U,Passives - Chemical capacitors,"0,5192",EUR,PACOV3_01-09-2020,2020-09-10,,,,SPC
Tymphany,DPN000950,EEU-FC1J102U,PANASONIC,CAP ALUM 1000UF 20% 63V RADIAL,EEUFC1J102U,Passives - Chemical capacitors,"0,5988",USD,RFQTWIX,2020-05-26,,,,SPC
Bosch,DPN000952,TSM-108-02-S-DV-LC,SAMTEC,"Conn SMT 2x8 points vertical Header 2,54mm pitch",,Connectors - Board to Board,"0,658",EUR,Bosch20200525,2020-05-01,12000,DAP Mondeville,8,
Bosch,DPN000953,SM0603YC,Bivar,LED YELLOW CLEAR 0603,,Dicrete - LED,"0,0291",EUR,Bosch20200525,2020-05-01,16000,DDP Mondeville,12,
Bosch,DPN000956,ERA-6ARB752V,PANASONIC,RES 7.5K 0.1% 1/8W 0805,"Resistor - 0805 7k5 0.1% 1/8W, SMD",Passives - Resistors,"8,94",JPY,Bosch20200525,2020-05-01,,DDP Mondeville,22,
Devialet,DPN000956,ERA-6ARB752V,PANASONIC,RES 7.5K 0.1% 1/8W 0805,"Resistor - 0805 7k5 0.1% 1/8W, SMD",Passives - Resistors,"0,05",USD,aupif,2010-01-01,,,,
Seprolec,DPN000956,ERA-6ARB752V,PANASONIC,RES 7.5K 0.1% 1/8W 0805,"Resistor - 0805 7k5 0.1% 1/8W, SMD",Passives - Resistors,"0,089",EUR,PACOV3_01-09-2020,2020-09-10,,,,
Bosch,DPN000958,MP2019GN-Z,MPS,IC REG LINEAR POS ADJ 300MA,,IC - PMIC Voltage Regulators LDO,"0,15",USD,Bosch20200525,2020-05-01,2500,CIP Mondeville,9,
Seprolec,DPN000958,MP2019GN-Z,MPS,IC REG LINEAR POS ADJ 300MA,,IC - PMIC Voltage Regulators LDO,"0,15",USD,PACOV3_01-09-2020,2020-09-10,,,,
Bosch,DPN000959,SN74LVC2G32DCUR,Texas Instruments,IC GATE OR 2CH 2-INP US8,"IC Dual 2-Input OR Gate, VSSOP-8, SMD",IC - Logic,"0,095",USD,Bosch20200525,2020-05-01,3000,DDP Mondeville,6,
Seprolec,DPN000959,SN74LVC2G32DCUR,Texas Instruments,IC GATE OR 2CH 2-INP US8,"IC Dual 2-Input OR Gate, VSSOP-8, SMD",IC - Logic,"0,0895",USD,PACOV3_01-09-2020,2020-09-10,,,,
Bosch,DPN000961,DK1E3EA152M86RAH01,MURATA,CAP CER 1.5NF 250V 20% NONSTD X1Y1,Capacitor - 1.5nF 250Vac Y1 20% SMD,Passives - Specific capacitors,"42,25",JPY,Bom Bosch PSU-MADH 20200312,2020-03-01,2500,DDP Mondeville,28,SPC
Seprolec,DPN000961,DK1E3EA152M86RAH01,MURATA,CAP CER 1.5NF 250V 20% NONSTD X1Y1,Capacitor - 1.5nF 250Vac Y1 20% SMD,Passives - Specific capacitors,"0,21",EUR,PACOV3_01-09-2020,2020-09-10,,,,SPC
Tymphany,DPN000961,DK1E3EA152M86RAH01,MURATA,CAP CER 1.5NF 250V 20% NONSTD X1Y1,Capacitor - 1.5nF 250Vac Y1 20% SMD,Passives - Specific capacitors,"0,2335",USD,RFQTWIX,2020-05-26,,,,SPC
Bosch,DPN000962,400BXW12MEFR10X16,Rubycon,CAP ALUM 12UF 20% 400V T/H,12uF/400V electrolytique traversant polarise,Passives - Chemical capacitors,"17,86",JPY,Bom Bosch PSU-MADH 20200312,2020-03-01,10000,DAP Mondeville,18,SPC
Seprolec,DPN000962,400BXW12MEFR10X16,Rubycon,CAP ALUM 12UF 20% 400V T/H,12uF/400V electrolytique traversant polarise,Passives - Chemical capacitors,"0,202",EUR,PACOV3_01-09-2020,2020-09-10,,,,SPC
Bosch,DPN000963,EEUFS1H151L,PANASONIC,CAP ALUM 150UF 20% 50V THRU HOLE,"Capa Electro 150uF, 50V TRAD",Passives - Chemical capacitors,"10,09",JPY,Bom Bosch PSU-MADH 20200312,2020-03-01,,DDP Mondeville,16,SPC
Seprolec,DPN000963,EEUFS1H151L,PANASONIC,CAP ALUM 150UF 20% 50V THRU HOLE,"Capa Electro 150uF, 50V TRAD",Passives - Chemical capacitors,"0,115",EUR,PACOV3_01-09-2020,2020-09-10,,,,SPC
Bosch,DPN000967,450BXW39MEFR12.5X30,Rubycon,CAP ALUM 39UF 20% 450V T/H,39uF/450V electrolytique traversant polarise,Passives - Chemical capacitors,"35,9",JPY,Bom Bosch PSU-MADH 20200312,2020-03-01,2400,DAP Mondeville,24,SPC
Bosch,DPN000973,SSQ-104-02-G-D-RA,SAMTEC,"Conn TRAD 2x4 points angle Socket 2,54mm pitch",,Connectors - Board to Board,"0,321",EUR,Bom Bosch PSU-MADH 20200312,2020-03-01,15000,FCA Magny,8,
Bosch,DPN000974,HLE-108-02-G-DV-LC-K-TR,SAMTEC,"Conn SMT 2x8 points vertical Socket 2,54mm pitch",HLE-108-02-G-DV-LC,Connectors - Board to Board,"1,213",EUR,Bom Bosch PSU-MADH 20200312,2020-03-01,125,FCA Magny,8,
Bosch,DPN000977,KP-1608SRC-PRV,KINGBRIGHT,LED RED 0603,"LED ROUGE, 630nm SMD-0603",Dicrete - LED,"0,0065",EUR,Bosch20200525,2020-05-01,20000,DDP Mondeville,8,
Seprolec,DPN000977,KP-1608SRC-PRV,KINGBRIGHT,LED RED 0603,"LED ROUGE, 630nm SMD-0603",Dicrete - LED,"0,028",EUR,PACOV3_01-09-2020,2020-09-10,,,,
Bosch,DPN000978,KP-1608SGC,KINGBRIGHT,LED GREEN 0603,"LED Green, 568nm SMD-0603",Dicrete - LED,"0,0173",EUR,BOM Bosch 20180704,2018-07-04,20000,FCA Issul,8,
Bosch,DPN000979,BC850CLT1G,Nexperia,TRANS NPN 45V 0.1A SOT23,NPN 45V 100mA 420hfe,Dicrete - Standard transistor,"0,0049",USD,Bom Bosch PSU-MADH 20200312,2020-03-01,3000,DDP Mondeville,20,
Seprolec,DPN000979,BC850CLT1G,Nexperia,TRANS NPN 45V 0.1A SOT23,NPN 45V 100mA 420hfe,Dicrete - Standard transistor,"0,011",EUR,PACOV3_01-09-2020,2020-09-10,,,,
Bosch,DPN000980,"BC860C,215",Nexperia,TRANS PNP 45V 0.1A SOT23,PNP 45V 100mA 420hfe,Dicrete - Standard transistor,"0,0091",USD,Bosch20200505,2020-05-01,24000,DDP mondeville,5,
Seprolec,DPN000980,"BC860C,215",Nexperia,TRANS PNP 45V 0.1A SOT23,PNP 45V 100mA 420hfe,Dicrete - Standard transistor,"0,011",EUR,PACOV3_01-09-2020,2020-09-10,,,,
Tymphany,DPN000980,"BC860C,215",Nexperia,TRANS PNP 45V 0.1A SOT23,PNP 45V 100mA 420hfe,Dicrete - Standard transistor,"0,0138",USD,RFQTWIX,2020-05-26,,,,
Bosch,DPN000987,RL0805FR-070R56L,YAGEO,RES 0.56R 1% 1/8W 0805,,Passives - Resistors,"0,005",EUR,Bom Bosch PSU-MADH 20200312,2020-03-01,5000,DDP Mondeville,11,
Seprolec,DPN000987,RL0805FR-070R56L,YAGEO,RES 0.56R 1% 1/8W 0805,,Passives - Resistors,"0,025",EUR,PACOV3_01-09-2020,2020-09-10,,,,
Bosch,DPN000992,RCV0805470KFKEA,VISHAY,RES 470K 1% 1/8W 0805,"Resistor - 0805 470k 1% 1/8W 400V, SMD",Passives - Resistors,"0,139",JPY,Bom Bosch PSU-MADH 20200312,2020-03-01,5000,DDP Mondeville,42,
Bosch,DPN000995,GT06-111-049,Ice Components,GT06-111-049,Gate drive transformer 882uH 111 3750Vdc,Passives - Transformers,"1,006",USD,BOM Bosch Paula 20171212,2017-12-12,3200,EXW HK,15,
Tymphany,DPN000995,GT06-111-049,Ice Components,GT06-111-049,Gate drive transformer 882uH 111 3750Vdc,Passives - Transformers,"0,9476",USD,RFQTWIX,2020-05-26,,,,
Bosch,DPN000998,TPS71501DCKR,Texas Instruments,IC REG LINEAR POS ADJ 50MA SC70-5,adjustable LDO 50mA 24Vin,IC - PMIC Voltage Regulators LDO,"0,23",USD,Bom Bosch PSU-MADH 20200312,2020-03-01,3000,DDP Mondeville,7,
Seprolec,DPN000998,TPS71501DCKR,Texas Instruments,IC REG LINEAR POS ADJ 50MA SC70-5,adjustable LDO 50mA 24Vin,IC - PMIC Voltage Regulators LDO,"0,265",USD,PACOV3_01-09-2020,2020-09-10,,,,
Bosch,DPN001003,GA355DR7GF472KW01L,MURATA,CAP CER 4.7NF 250V 10% 2220 X7R X1Y2,Capacitor - 4.7nF 250Vac X1Y2 10% X7R 2220 SMD,Passives - Ceramic capacitors,"0,175",EUR,BOM Bosch 20180704,2018-07-04,1000,DDP Mondeville,24,SPC
Seprolec,DPN001003,GA355DR7GF472KW01L,MURATA,CAP CER 4.7NF 250V 10% 2220 X7R X1Y2,Capacitor - 4.7nF 250Vac X1Y2 10% X7R 2220 SMD,Passives - Ceramic capacitors,"0,162",EUR,PACOV3_01-09-2020,2020-09-10,,,,SPC
Bosch,DPN001006,GRM1555C1H391JA01D,MURATA,CAP CER 390PF 50V 5% 0402 C0G,"Capa Ceram 390pF, 50V, 5%  COG 0402 SMD",Passives - Ceramic capacitors,"0,2",JPY,Bosch20200525,2020-05-01,10000,DDP Mondeville,16,GEN
Bosch,DPN001016,TPS22810DBV,Texas Instruments,IC PWR SWITCH N-CHAN 11 6SOT23,TPS22810DBVR,IC - PMIC,"0,1",USD,Bom Bosch PSU-MADH 20200312,2020-03-01,3000,DDP Mondeville,6,
Seprolec,DPN001016,TPS22810DBV,Texas Instruments,IC PWR SWITCH N-CHAN 11 6SOT23,TPS22810DBVR,IC - PMIC,"0,1503",USD,PACOV3_01-09-2020,2020-09-10,,,,
Bosch,DPN001020,22UF 25V 20% 0805 X5R,_Generic_,CAP CER 22UF 25V 20% 0805 X5R,,Passives - Ceramic capacitors,"0,0742",EUR,BOM Bosch Paula 20171212,2017-12-12,3000,DDP Mondeville,30,GEN
Devialet,DPN001020,22UF 25V 20% 0805 X5R,_Generic_,CAP CER 22UF 25V 20% 0805 X5R,,Passives - Ceramic capacitors,"0,035",EUR,from seprolec,2019-05-20,,,,GEN
Tymphany,DPN001020,22UF 25V 20% 0805 X5R,_Generic_,CAP CER 22UF 25V 20% 0805 X5R,,Passives - Ceramic capacitors,"0,0411",USD,RFQTWIX,2020-05-26,,,,GEN
Bosch,DPN001021,4.7uF 35V 20% 0603 X5R,_Generic_,CAP CER 4.7UF 35V 20% 0603 X5R,4.7uF 35V X5R 0603 20%,Passives - Ceramic capacitors,"0,015",USD,BOM Bosch Paula 20171212,2017-12-12,40000,DDP Mondeville,,GEN
Seprolec,DPN001021,4.7uF 35V 20% 0603 X5R,_Generic_,CAP CER 4.7UF 35V 20% 0603 X5R,4.7uF 35V X5R 0603 20%,Passives - Ceramic capacitors,"0,0731",EUR,PACOV3_01-09-2020,2020-09-10,,,,GEN
Bosch,DPN001032,C1005X5R1E224K050BC,TDK,CAP CER 220NF 25V 10% 0402 X5R,,Passives - Ceramic capacitors,"0,024",EUR,BOM Bosch 20180704,2018-07-04,10000,DAP Mondeville,40,GEN
Devialet,DPN001041,RC0402JR-07120KL,YAGEO,RES 120K 5% 1/16W 0402,,Passives - Resistors,"0,002",EUR,QuoteSeprolecDialogV2,2010-01-01,,,,
Bosch,DPN001084,1000146,Ethertronics,2.4/5GHz SMT Chip RF Antenna,,RF - Antennas,"0,25",USD,Bosch20200525,2020-05-01,6000,FCA Ethertronics factory,6,
Bosch,DPN001085,LP3985IM5X-5.0/NOPB,Texas Instruments,IC REG LINEAR 5V 150MA SOT23-5,150-mA Low-Noise Ultra-Low-Dropout CMOS Voltage Regulator,IC - PMIC Voltage Regulators LDO,"0,17",USD,Bosch20200525,2020-05-01,3000,DDP Mondeville,24,
Devialet,DPN001085,LP3985IM5X-5.0/NOPB,Texas Instruments,IC REG LINEAR 5V 150MA SOT23-5,150-mA Low-Noise Ultra-Low-Dropout CMOS Voltage Regulator,IC - PMIC Voltage Regulators LDO,"0,17",USD,manufacturer quote,2020-07-23,,CDP,,
Devialet,DPN001114,EXB-N8V330JX,PANASONIC,RES ARRAY 4 RES 33R 0804,,Passives - Resistors,"0,009",EUR,VPC,2019-05-17,10000,,,
Bosch,DPN001119,ERJ-6ENF3303V,PANASONIC,RES 330K 1% 1/8W 0805,ERJ6ENF3303V,Passives - Resistors,"0,139",JPY,Bom Bosch PSU-MADH 20200312,2020-03-01,,DDP Mondeville,52,
Tymphany,DPN001134,1K 1% 0805,_Generic_,RES 1K 1% 0805,12000597,Passives - Resistors,Missing Price,,,,,,,
Bosch,DPN001142,1M 1% 0805,_Generic_,RES 1M 1% 0805,12302257,Passives - Resistors,"0,002",EUR,EstimationPierre,2018-09-10,,,,
Tymphany,DPN001148,33K 1% 0805,_Generic_,RES 33K 1% 0805,12304058,Passives - Resistors,Missing Price,,,,,,,
Devialet,DPN001182,DLR11M1,AIXIN,CONN JACK STEREO 3.5MM R/A W OPTICAL,13324107,Connectors - Client interface sockets,"1,08",USD,base quotation expert,2019-11-25,,,,
Bosch,DPN001209,470R 1% 0402,_Generic_,RES 470R 1% 0402,12311223,Passives - Resistors,"0,0006",EUR,DPN000767,2019-07-01,,,,
Devialet,DPN001209,470R 1% 0402,_Generic_,RES 470R 1% 0402,12311223,Passives - Resistors,"0,002",EUR,aupif,2018-10-18,,,,
Seprolec,DPN001209,470R 1% 0402,_Generic_,RES 470R 1% 0402,12311223,Passives - Resistors,"0,0025",EUR,PACOV3_01-09-2020,2020-09-10,,,,
Bosch,DPN001281,BAV21WS-7-F,DIODES INC.,DIOD COMM BAV21WS-7-F SOD323,12321106,Dicrete - Diodes,"0,0115",EUR,quotation bosch paula CI 20190510,2019-05-10,3000,DDP MoP,14,
Devialet,DPN001311,K366-RJ-01GG-TEF-WE-Ro,AEC Connectors,CONN RCA JACK AEC-RJ-202GG,13314388,Connectors - Client interface sockets,"1,327",USD,Bom Seprolec Dialog V2,2010-01-01,,,,
Bosch,DPN001381,24K 1% 0402,_Generic_,RES 24K 1% 0402,12303965,Passives - Resistors,"0,08",JPY,Bosch20200525,2020-05-01,10000,DDP Mondeville,20,
Devialet,DPN001381,24K 1% 0402,_Generic_,RES 24K 1% 0402,12303965,Passives - Resistors,"0,002",EUR,EstimationPierre,2018-09-10,,,,
Seprolec,DPN001381,24K 1% 0402,_Generic_,RES 24K 1% 0402,12303965,Passives - Resistors,"0,0025",EUR,PACOV3_01-09-2020,2020-09-10,,,,
Tymphany,DPN001381,24K 1% 0402,_Generic_,RES 24K 1% 0402,12303965,Passives - Resistors,"0,0003",USD,RFQTWIX,2020-05-26,,,,
Seprolec,DPN001411,130K 1% 0402,_Generic_,RES 130K 1% 0402,12327390,Passives - Resistors,"0,002",EUR,Expert_Nicolas_1217,2010-01-01,,,,
Devialet,DPN001437,ADSP-21489KSWZ-4A,ANALOG DEVICES,IC DSP CCD 100LQFP,,IC - SoC Microprocessor,"11,97",USD,bas sur prix sepro,2019-12-16,,,,
Devialet,DPN001451,499R 1% 0603,_Generic_,RES 499R 1% 0603,12304704,Passives - Resistors,"0,002",EUR,estimation pierre,2019-12-16,,,,
Devialet,DPN001473,7.15K 1% 0402,_Generic_,RES 7.15K 1% 0402,12323797,Passives - Resistors,"0,003",EUR,,2019-11-25,,,,
Bosch,DPN001486,ECWFD2W105KC,PANASONIC,CAP FILM 1UF 10% 450VDC RADIAL,,Passives - Film capacitors,"11,59",JPY,Bosch20200505,2020-05-01,5000,DDP Mondeville,12,SPC
Seprolec,DPN001486,ECWFD2W105KC,PANASONIC,CAP FILM 1UF 10% 450VDC RADIAL,,Passives - Film capacitors,"0,165",EUR,PACOV3_01-09-2020,2020-09-10,,,,SPC
Tymphany,DPN001486,ECWFD2W105KC,PANASONIC,CAP FILM 1UF 10% 450VDC RADIAL,,Passives - Film capacitors,"0,0958",USD,RFQTWIX,2020-05-26,,,,SPC
Seprolec,DPN001488,R46KN4100JHN2M,KEMET,CAP FILM 1UF 20% 560VDC RADIAL,MKP 1UF 275VAC X2,Passives - Film capacitors,"0,1715",EUR,PACOV3_01-09-2020,2020-09-10,,,,SPC
Bosch,DPN001490,STTH212U,ST,High voltage ultrafast diode 1200V 2A,STTH212U,Dicrete - Diodes,"0,075",USD,Bosch20200505,2020-05-01,6700,DDP mondeville,8,
Seprolec,DPN001490,STTH212U,ST,High voltage ultrafast diode 1200V 2A,STTH212U,Dicrete - Diodes,"0,125",EUR,PACOV3_01-09-2020,2020-09-10,,,,
Seprolec,DPN001491,STTH5L06B-TR,ST,Turbo 2 ultrafast high voltage rectifier 600V 5A,STTH5L06B-TR,Dicrete - Diodes,"0,215",EUR,PACOV3_01-09-2020,2020-09-10,,,,
Bosch,DPN001493,B57250V2104F360,TDK,THERMISTOR NTC 100KOHM 4250K,"Thermistance - 0402 CTN, 100 kohms, 4334 K, CMS, 0402, SMD",IC - Sensors & microphones,"0,028",EUR,Estimation Laure,2019-07-01,,,,
Seprolec,DPN001493,B57250V2104F360,TDK,THERMISTOR NTC 100KOHM 4250K,"Thermistance - 0402 CTN, 100 kohms, 4334 K, CMS, 0402, SMD",IC - Sensors & microphones,"0,028",EUR,PACOV3_01-09-2020,2020-09-10,,,,
Bosch,DPN001494,SLW-106-01-L-S,SAMTEC,"Conn TRAD 1x6 points vertical Socket Flat 2,54mm pitch",SLW-106-01L-S,Connectors - Board to Board,"0,183",EUR,BOM Bosch 20180704,2018-07-04,12000, ,5,
Bosch,DPN001515,890324025027CS,WURTH,CAP FILM 0.22UF 10% 275VAC RAD,890324025027,Passives - Film capacitors,"0,063",EUR,BOM Bosch 20180704,2018-07-04,5000,FCA Meyzieu,12,SPC
Bosch,DPN001516,TSW-111-07-G-D,SAMTEC,"Conn TRAD 2x11 points Header 2,54mm pitch",,Connectors - Board to Board,"0,346",EUR,BOM Bosch 20180704,2018-07-04,12000, ,2,
Bosch,DPN001519,20SEP22M,PANASONIC,CAP ALUM POLY 22UF 20% 20V T/H,,Passives - Chemical capacitors,"27,83",JPY,Bom Bosch PSU-MADH 20200312,2020-03-01,35000,DDP Mondeville,18,SPC
Seprolec,DPN001519,20SEP22M,PANASONIC,CAP ALUM POLY 22UF 20% 20V T/H,,Passives - Chemical capacitors,"0,371",EUR,PACOV3_01-09-2020,2020-09-10,,,,SPC
Seprolec,DPN001521,CC0603JRNPO0BN331,YAGEO,CAP CER 330PF 100V 5% 0603 C0G,,Passives - Ceramic capacitors,"0,0192",EUR,PACOV3_01-09-2020,2020-09-10,,,,GEN
